ID,DF0_1,DF6_1,DF0_2,DF6_2,DF0_3,DF6_3,DFM4_1,DFM4_2,DFM4_3,padj,log2FoldChange,pvalue,foldChange,log10padj
Acsf2,469.266728095538,438.085841598599,389.264268408201,388.151385402806,342.363483670216,397.156596933906,46.660574950544,61.5072523307881,126.49278701539,1.98225724446822e-13,-2.36972768243743,6.89490466580032e-15,0.193482141690536,12.7028399862768
Acss1,881.622384911404,936.002851378488,990.582984823939,833.47235470215,958.418705739587,896.097045343336,16.8772292374308,50.767890812714,154.602295241032,2.43796195946222e-10,-3.62876858950585,1.32611102312847e-11,0.0808410242271582,9.6129730751428
Actl7b,1.99687969402357,5.07043798146527,0.995560788767778,0,0.995242685087837,0.99788089681886,6.94944733305975,22.4550286287004,8.03128806446919,0.00456587834135784,2.90100180747557,0.00110585824947328,7.46944891739027,2.34047566454549
Actn1,276.567837622264,286.986789750934,223.005616683982,298.886596511722,285.634650620209,306.34943532339,1232.03773433245,918.703562591613,955.723279671833,1.03347032650968e-32,1.88903987005474,2.38100041508749e-35,3.70388644861942,31.9857019885269
Acvrl1,26.9578758693181,39.5494162554291,25.8845805079622,20.0595031215921,29.8572805526351,29.9364269045658,9.92778190437107,20.502417443596,5.01955504029324,0.0183440645717036,-1.27684175138053,0.00548318195614237,0.412697970442534,1.73650442954473
Adam15,103.837744089225,21.2958395221541,49.7780394383889,36.1071056188657,48.766891569304,28.9385460077469,8.93500371393397,20.502417443596,21.0821311692316,0.0201882940712769,-1.51489809579398,0.00612137754599967,0.349921182073207,1.69490037777416
Adam19,2203.55674235501,2262.4294273298,2489.89753270821,2604.72648033873,2365.69186245379,2672.32504168091,827.977010824548,707.82155460034,832.242225680619,5.88544391825669e-36,-1.62417888162501,8.26793088089556e-39,0.324394467151341,35.2302207742856
Adam21,0,3.04226278887916,4.97780394383889,7.02082609255722,0,0.99788089681886,6.94944733305975,15.6208894808351,15.0586651208797,0.047242736618976,2.23123974458046,0.0167165381259661,4.69537291729249,1.32566495305478
Adam6b,9.98439847011783,13.1831387518097,25.8845805079622,19.0565279655125,32.8430086078986,13.970332555464,7.94222552349686,0,4.01564403223459,0.00729943887876233,-2.2685799156626,0.00188657160618568,0.207534067426995,2.13671052360879
Adamts10,687.925054591119,453.297155542995,501.76263753896,447.326919611503,503.592798654446,443.059118187574,150.90228494644,215.763535954035,219.856510764844,2.43077342897816e-09,-1.37237773050599,1.55986921549396e-10,0.386254131431934,8.61425551961419
Adamts13,5.9906390820707,1.01408759629305,0.995560788767778,2.00595031215921,0.995242685087837,0.99788089681886,45.6677967601069,73.2229194414144,39.1525293142873,1.20443397064671e-14,4.71893369337628,3.58027405300129e-16,26.3354406376868,13.9192170038597
Adamts17,0,1.01408759629305,0.995560788767778,2.00595031215921,0,0.99788089681886,6.94944733305975,18.5498062584917,4.01564403223459,0.00210901605100168,3.56079861635466,0.000462784203144615,11.8006843017983,2.67592011498079
Adamts6,265.584999305134,204.845694451197,459.949084410713,296.880646199562,337.387270244777,441.063356393936,157.8517322795,68.3413914786535,76.2972366124573,1.18818864450862e-05,-1.7293211948852,1.50092609173712e-06,0.301593827014234,4.92511460248181
Adamts7,22.964116481271,58.8170805849971,28.8712628742656,36.1071056188657,0,2.99364269045658,134.025055709009,143.516922105172,260.01295108719,0.0266790661152823,2.84401366566968,0.00850473938368152,7.18014841768239,1.57382937670744
Adamtsl4,41.9344735744949,7.09861317405137,20.9067765641233,7.02082609255722,26.8715524973716,13.970332555464,2.97833457131132,9.76305592552193,2.0078220161173,0.0350058676090458,-1.99432233372469,0.0117079638126006,0.250985803113953,1.45585915403113
Adap1,332.480469054924,68.9579565479276,132.409584906114,91.2707392032438,139.333975912297,98.7902087850671,413.988505412274,532.086547940945,405.580047255694,0.000308741628956343,1.64682569511957,5.40592782551115e-05,3.13143882506177,3.51040480878443
Adap2,5.9906390820707,2.02817519258611,4.97780394383889,4.01190062431841,17.9143683315811,3.99152358727544,0.992778190437107,1.95261118510439,0,0.0494588481181912,-2.71628028667488,0.0177051635803264,0.152166186626627,1.30575600244578
Adarb1,47.9251126565656,84.1692704923234,66.7025728474411,76.2261118620498,34.8334939780743,78.8325908486899,211.461754563104,150.351061253038,186.727447498909,9.13087244402099e-07,1.49716025268584,9.35355162140384e-08,2.82286522959564,6.039487724161
Adcy6,176.723852921086,74.0283945293929,163.271969357916,118.351068417393,176.157955260547,135.711801967365,58.5739132357893,82.9859753669364,54.211194435167,0.00219005234861303,-1.1081774054188,0.000483867676322548,0.463879692339743,2.65954550413611
Adcy7,3589.39125000736,3341.41862978561,3318.204108963,3347.93107099371,3264.39600708811,3388.80352559685,640.341932831934,664.864108528043,866.375199954613,1.64412537704127e-56,-2.22127277307086,2.771620662578e-60,0.214452081914426,55.784065067282
Adcy9,109.828383171296,52.7325550072388,72.6759375800478,73.217186393811,67.6765025859729,56.879211118675,17.8700074278679,44.9100572574009,17.066487136997,0.00140771820038893,-1.43732563303214,0.000292918661274454,0.36925116221173,2.85148427435925
Add1,2366.30243741793,2666.03629065444,2288.79425337712,2565.61044925162,2548.81651650995,2551.58145316582,723.735300828651,666.816719713147,899.504263220549,1.75701539866026e-33,-1.71042524783155,3.2581202604961e-36,0.305569986541109,32.7552244322874
Add3,1575.53807858459,1923.72417016792,2438.12837169229,1982.88188356937,2405.5015698573,2298.11970537383,462.634636743692,385.640709058116,602.346604835189,1.15316420535834e-20,-2.1215821031952,1.47741873916443e-22,0.229794774501928,19.9381088467353
